postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority
TN3 0NH,555450,141501,Luvisols,90.0,,360.0,
BS17 2DB,365916,181866,Unsurveyed/Urban,,River Frome,810.0,South Gloucestershire
RG30 9GA,470135,173949,Unsurveyed/Urban,40.0,,1640.0,Reading
SW11 5UQ,527927,175960,Unsurveyed/Urban,,River Thames,1630.0,
RH4 1YW,516746,149885,Unsurveyed/Urban,50.0,Pipp Brook,,Mole Valley
SW13 9EG,522600,177600,Unsurveyed/Urban,,River Thames,390.0,Richmond upon Thames
SO23 8ED,448446,129543,Unsurveyed/Urban,40.0,Upper Brook,,Winchester
BS18 8UA,356024,161972,Luvisols,60.0,,440.0,Bath and North East Somerset
GU7 9AR,497539,143898,,40.0,,400.0,
TA14 6RE,347496,117545,Luvisols,50.0,,1300.0,South Somerset
OX39 4LJ,473287,201900,Stagnosols,,,860.0,
GU27 9EE,488980,132610,,130.0,,,Waverley
KT23 3NW,513730,155402,Unsurveyed/Urban,50.0,River Mole,2360.0,
SO5 9ZW,438500,119100,Planosols,50.0,,870.0,Test Valley
DA2 7BG,552700,172300,Unsurveyed/Urban,,,2270.0,Dartford
ME20 7JY,572094,158126,Unsurveyed/Urban,20.0,River Medway,830.0,
BN52 9AY,529099,105474,Unsurveyed/Urban,30.0,River Adur,5680.0,
BS40 7RN,350140,159106,,100.0,,1780.0,
BS48 4DH,345954,170359,,10.0,Parish Brook,360.0,North Somerset
UB4 9QH,511904,182403,,30.0,Yeading Brook,,Hillingdon
ME16 0GA,573378,155298,Unsurveyed/Urban,80.0,,1470.0,
EX10 0NZ,314800,88800,,160.0,River Sid,1520.0,East Devon
BS48 2YR,347369,170657,,30.0,Land Yeo,4240.0,North Somerset
PO9 3PZ,470032,107028,Unsurveyed/Urban,20.0,,830.0,
ME19 4HR,567698,155089,,,,1770.0,Tonbridge and Malling
RH12 9PY,517699,131139,Unsurveyed/Urban,50.0,River Arun,,
BS31 1JU,366255,166856,Leptosols,60.0,,1270.0,Bath and North East Somerset
BS16 6PD,365346,177729,Unsurveyed/Urban,50.0,,,South Gloucestershire
RH16 4LW,533200,123700,Unsurveyed/Urban,80.0,Scrase Stream,,Mid Sussex
KT18 7PJ,520582,160648,Unsurveyed/Urban,,,1360.0,Epsom and Ewell
SW19 2TE,526400,169800,Unsurveyed/Urban,20.0,,120.0,Merton
TA1 3HZ,323571,124767,Unsurveyed/Urban,,River Tone,590.0,
ME14 5ED,575794,156256,Unsurveyed/Urban,20.0,River Medway,660.0,
SO24 0RL,456553,131585,,,,,
GU21 9DD,497146,158683,,40.0,,,Woking
BS26 2EE,341802,154809,Leptosols,20.0,,,
EX38 8HY,243101,115052,Cambisols,,,2070.0,Torridge
GU21 6YH,500495,158809,Unsurveyed/Urban,30.0,,930.0,Woking
PO16 8NT,461289,105778,Unsurveyed/Urban,10.0,Heavy Reach,,Fareham
ME10 9EW,590552,163563,Unsurveyed/Urban,20.0,,2370.0,Swale
PO13 9SZ,458225,101798,Unsurveyed/Urban,10.0,,,Gosport
SE1 2YD,533721,180092,,10.0,,100.0,Southwark
OX9 3QJ,472930,206214,Cambisols,,Cuttle Brook,570.0,South Oxfordshire
TN5 7NZ,570900,130700,Luvisols,130.0,,,Rother
EX32 9FD,256592,132234,Unsurveyed/Urban,20.0,,310.0,
TR19 6EL,140170,26799,Histosols,,,2120.0,Cornwall
BS6 9PZ,359117,174505,Unsurveyed/Urban,30.0,,490.0,"Bristol, City of"
BA1 6BH,376267,166184,,,Kennet and Avon Canal,3470.0,Bath and North East Somerset
BS31 1EN,365453,168482,Unsurveyed/Urban,20.0,,550.0,Bath and North East Somerset
RG4 6XH,476225,175125,Gleysols,,Sonning Reach,990.0,
UB7 7PF,505529,179313,Unsurveyed/Urban,,,,Hillingdon
ME5 9QX,574629,162197,,180.0,,2730.0,
TN14 7DL,548883,161431,,,,3010.0,
BS10 6QP,357947,179430,Unsurveyed/Urban,,Henbury Trym,,
TR11 2RQ,180006,32228,Unsurveyed/Urban,40.0,,370.0,Cornwall
SE20 7YY,535020,169518,Unsurveyed/Urban,50.0,,,
PL26 8AS,195064,57493,,,,1150.0,Cornwall
BA6 9EP,349824,138807,,20.0,River Brue,,Mendip
PO20 6EJ,488258,104107,Luvisols,,,2590.0,Chichester
BH15 4EU,399611,91493,Unsurveyed/Urban,10.0,Upton Lake,,"Bournemouth, Christchurch and Poole"
RG27 9DZ,472560,154303,Planosols,,River Whitewater,,Hart
PO20 8RG,481186,96269,Gleysols,10.0,Earnley Rife,,Chichester
RH11 8HD,525087,136374,,80.0,Ifield Brook,1030.0,Crawley
GU1 2LB,501352,150024,Unsurveyed/Urban,80.0,River Wey,1820.0,
BN43 9FZ,521713,105211,Unsurveyed/Urban,10.0,,630.0,Adur
SE18 4AW,542756,178485,,30.0,,,Greenwich
SM5 1WX,528685,163962,Unsurveyed/Urban,,,,Sutton
TR11 4WS,178614,32609,Cambisols,80.0,,,Cornwall
EX2 4PQ,293177,91912,Unsurveyed/Urban,40.0,River Exe,,Exeter
BN42 4EG,524290,105008,Unsurveyed/Urban,0.0,River Adur,,Adur
RH11 7QN,526559,136681,,70.0,Gatwick Stream,3390.0,Crawley
DT11 9NG,389929,104169,Cambisols,,,830.0,Dorset
SW8 2XF,529940,176846,Unsurveyed/Urban,10.0,,,Lambeth
TA12 6WY,346312,119292,Luvisols,,Mill Brook,670.0,South Somerset
SE16 1QG,536231,179478,Unsurveyed/Urban,10.0,,760.0,Southwark
RH4 3HB,516310,149295,Unsurveyed/Urban,,Pipp Brook,470.0,
RG11 4QW,477200,164600,Planosols,,,,
TN14 5WB,553007,154630,Unsurveyed/Urban,,,,Sevenoaks
TN33 9BU,575073,111975,,,Watermill Stream,1130.0,Rother
RG6 9DF,473353,173709,,40.0,,,Wokingham
BH22 9RY,407673,101461,Unsurveyed/Urban,20.0,,680.0,Dorset
EX39 9DQ,245484,126857,Unsurveyed/Urban,,River Torridge,,
BN24 6AH,565853,104185,,,Salt Haven,410.0,
SW15 6LF,522606,175539,Unsurveyed/Urban,10.0,Beverley Brook,520.0,
RG6 9RR,473352,173710,,40.0,,,Wokingham
TW15 3SU,506400,170800,,20.0,River Ash,1350.0,
BH22 8LA,407468,99353,Unsurveyed/Urban,30.0,,,Dorset
TW13 7LN,510698,172084,,20.0,River Ash,4250.0,
BN21 4AY,561338,98663,Unsurveyed/Urban,,,1980.0,Eastbourne
SP5 3JJ,417071,121712,Luvisols,40.0,,750.0,Wiltshire
RH12 4YG,517699,131139,,50.0,River Arun,,Horsham
BA6 8ZD,350085,139020,Unsurveyed/Urban,30.0,River Brue,,Mendip
TA3 6UD,328490,118223,,80.0,,2160.0,Somerset West and Taunton
TW6 3XX,507942,174507,,,Duke of Northumberland's River,2390.0,Hillingdon
BH1 2JX,408969,91287,Unsurveyed/Urban,20.0,The Bourne,1130.0,
CT16 1UH,633000,142400,,,,2060.0,Dover
RH4 9GG,516691,149548,Unsurveyed/Urban,60.0,,,
BN10 8HF,541492,101233,Arenosols,40.0,River Ouse,,
CT21 4EW,612220,135497,Gleysols,90.0,,730.0,Folkestone and Hythe
DT7 3NS,333516,92612,,,,370.0,Dorset
PL14 5LN,226073,71196,Podsols,300.0,,2470.0,
CR7 8NN,532621,168961,,60.0,,3260.0,Croydon
SE13 5JG,538300,175600,,10.0,Quaggy River,1290.0,Lewisham
CR2 9AZ,534609,160907,,150.0,The Beck,6280.0,Croydon
RG16 7LN,433163,178566,Cambisols,,River Lambourn,,West Berkshire
CR2 1AU,531406,166024,Unsurveyed/Urban,40.0,River Wandle,2100.0,
EX6 7PB,283858,84840,,70.0,,110.0,
ME3 8RJ,581119,176554,Luvisols,40.0,,1980.0,Medway
BN3 7NL,527616,106624,,,West Arm,5330.0,Brighton and Hove
CT2 0SF,617333,161446,Planosols,,,3350.0,Canterbury
RH12 9LS,517699,131139,Unsurveyed/Urban,50.0,,1600.0,
ME7 5LT,577508,167069,,80.0,Tower Reach,3320.0,Medway
BN42 4BA,524516,105090,Unsurveyed/Urban,,West Arm,,
BA21 3XW,355196,115983,,,,990.0,South Somerset
KT20 5TS,523544,156658,,,,6160.0,Reigate and Banstead
EX7 0EZ,296571,77333,Arenosols,30.0,Dawlish Water,,Teignbridge
UB3 2FF,508784,181103,,40.0,Grand Union Canal,1590.0,
SW19 6BU,523800,173583,Unsurveyed/Urban,50.0,Beverley Brook,2200.0,
TW7 4BX,515532,176423,,,Duke of Northumberland's River,1210.0,Hounslow
BH21 4ER,395004,99894,Luvisols,,River Winterborne,1750.0,Dorset
CR2 4YB,530600,160800,Unsurveyed/Urban,,River Wandle,4750.0,Croydon
TN9 2RR,558700,145700,Unsurveyed/Urban,30.0,River Medway,,Tonbridge and Malling
OX10 6BD,461332,186189,Cambisols,50.0,,1260.0,
SE3 7YP,539769,176057,Unsurveyed/Urban,30.0,,850.0,Lewisham
TW7 9EJ,517054,177215,,10.0,,960.0,Hounslow
ME10 2DA,590000,164600,,10.0,,,Swale
OX9 8EX,459700,192800,Luvisols,50.0,,230.0,South Oxfordshire
GU14 9JR,484620,156919,Unsurveyed/Urban,70.0,Hawley Lake Stream,310.0,
PL24 2YB,207178,54022,Unsurveyed/Urban,10.0,,,Cornwall
ME10 4RH,590450,162180,,40.0,Milton Creek,4310.0,
ME12 4HW,597958,171696,Stagnosols,,,,Swale
SO5 8BS,435500,121200,,,Fish Lake,500.0,Test Valley
ME9 7TN,583973,164481,Luvisols,50.0,,2950.0,Swale
CR9 6AR,533474,166196,,60.0,,,Croydon
TA4 4QS,308229,141321,Cambisols,30.0,Lower Stream,830.0,
SP11 6YW,437273,148063,Luvisols,,,2090.0,Test Valley
SM4 6QS,525329,167862,Unsurveyed/Urban,30.0,Pyl Brook,,
BH23 7HL,416275,94958,Luvisols,10.0,,,"Bournemouth, Christchurch and Poole"
BS15 9NX,364873,172748,Unsurveyed/Urban,110.0,River Avon,2010.0,
SM2 7BG,524240,162499,Unsurveyed/Urban,70.0,Hogsmill River,,Sutton
TW13 4LQ,509917,172508,,,,3920.0,Hounslow
EX4 4XY,292656,92951,Unsurveyed/Urban,40.0,,1320.0,Exeter
SO5 5WF,446100,119000,Unsurveyed/Urban,10.0,Barton River,,
RH20 2BP,505409,118599,Luvisols,,River Arun,690.0,Horsham
RG3 6LX,466612,174733,Unsurveyed/Urban,80.0,River Thames,,Reading
CT2 9DX,612984,159387,Luvisols,70.0,,2110.0,Canterbury
CR7 7XS,532904,165801,Unsurveyed/Urban,60.0,River Wandle,,
BS14 9NX,360683,168675,Unsurveyed/Urban,,,780.0,"Bristol, City of"
RG20 4JD,449949,162999,Planosols,,,,Basingstoke and Deane
KT22 0WR,516274,156533,Unsurveyed/Urban,,River Mole,620.0,Mole Valley
RG11 6PP,483801,164678,,,,830.0,
RG41 5QJ,477806,170242,Gleysols,50.0,,640.0,Wokingham
SO1 9XR,437670,115434,Luvisols,20.0,River Test,,
EX4 1BA,291231,92125,,10.0,,1050.0,Exeter
BH21 4EF,398415,100783,,30.0,River Stour,,Dorset
BA2 9DN,371676,163331,Cambisols,,,680.0,Bath and North East Somerset
SL5 8TT,490800,168800,Podsols,80.0,,1760.0,Windsor and Maidenhead
PL21 9QB,260665,59772,Cambisols,130.0,,,South Hams
SW17 0TU,526612,171662,Unsurveyed/Urban,10.0,River Wandle,1130.0,
CR5 3AZ,529337,158143,Unsurveyed/Urban,100.0,,5010.0,Croydon
HA5 2QQ,510852,188516,Unsurveyed/Urban,,Yeading Brook,,
BN22 9RT,560137,102497,,10.0,Willingdon and West Langney Sewer,1320.0,Eastbourne
RH4 1TB,516000,149900,Unsurveyed/Urban,60.0,Pipp Brook,350.0,
BN3 3BW,529099,105474,Unsurveyed/Urban,30.0,River Adur,,
SW9 8PT,531267,175429,Unsurveyed/Urban,,,,
PL16 0JP,241086,89203,Cambisols,140.0,River Wolf,,Torridge
RG7 4HF,463447,167154,Histosols,90.0,,1400.0,
BS23 2LN,331938,162210,,40.0,Uphill Great Rhyne,2700.0,
SP11 0HH,434445,149993,Luvisols,100.0,,3350.0,Test Valley
SO30 2TX,451030,113026,Unsurveyed/Urban,,Pudbrook Lake,160.0,
BS20 8RS,344569,175683,Unsurveyed/Urban,110.0,,2270.0,
TW8 9QA,517929,178551,Unsurveyed/Urban,10.0,River Brent,,Hounslow
SE21 7WG,533055,172559,Unsurveyed/Urban,40.0,Pool River,,Southwark
CT9 4AR,635730,169899,,,,6880.0,
BS32 4XL,360510,181772,Unsurveyed/Urban,70.0,,1630.0,South Gloucestershire
SE9 3PN,544090,172449,Unsurveyed/Urban,50.0,,710.0,Greenwich
GU34 9FW,471656,139156,Unsurveyed/Urban,110.0,River Wey,,East Hampshire
PL15 7JA,231024,81944,Cambisols,,,,Cornwall
TA24 8AF,295786,145727,,60.0,,690.0,Somerset West and Taunton
ME3 0EG,588607,176643,,10.0,,,Medway
BA12 7LJ,381633,141164,Cambisols,,,1190.0,Wiltshire
SN12 6XP,391551,161583,Stagnosols,50.0,Semington Brook,,Wiltshire
RH20 1HE,500326,114597,,30.0,,440.0,Chichester
TA1 2PX,325177,124399,Gleysols,10.0,Black Brook,,Somerset West and Taunton
SP1 2TY,414803,129666,Unsurveyed/Urban,50.0,River Avon,,Wiltshire
SE25 4NH,534770,168447,Unsurveyed/Urban,,,1190.0,Croydon
PL9 9RN,249559,52515,Unsurveyed/Urban,,,840.0,
RG12 1XT,486385,169705,Unsurveyed/Urban,,,690.0,Bracknell Forest
TN15 0ZB,553007,154630,,150.0,,1960.0,Sevenoaks
SE12 0ER,540753,171940,,,,,
SW19 9FR,524321,170180,Unsurveyed/Urban,20.0,River Wandle,,Merton
SN14 7DZ,386029,173334,Leptosols,120.0,,2670.0,Wiltshire
TA1 4NX,320901,123395,Arenosols,30.0,,490.0,Somerset West and Taunton
CT16 3BU,629255,143920,,50.0,River Dour,620.0,Dover
RH12 4SU,517435,135554,,60.0,Boldings Brook,420.0,Horsham
TR6 0HD,175809,53701,,,,390.0,Cornwall
GU51 1JS,480433,155534,Podsols,,,380.0,Hart
TW20 9PP,500320,170667,,,,570.0,Runnymede
GU51 3DJ,481244,154599,Unsurveyed/Urban,80.0,,,
UB3 2AP,509302,180896,Unsurveyed/Urban,40.0,Grand Union Canal,,
GU15 1UA,490300,160400,Unsurveyed/Urban,120.0,,2090.0,Surrey Heath
TA11 6LN,348647,128888,,,River Cary,1090.0,South Somerset
BH15 2BH,401812,91376,Unsurveyed/Urban,10.0,Little Channel,1340.0,
BS35 3JT,362514,188497,,90.0,,,
TN31 7WJ,591947,120455,Luvisols,10.0,,,Rother
SO9 7TW,442625,112690,,10.0,,890.0,
PO22 7EY,495355,99992,,,,1170.0,
RG11 7QT,483900,163700,Podsols,90.0,,280.0,Bracknell Forest
RG26 6JE,459880,162118,,100.0,Bishop's Wood Stream,650.0,Basingstoke and Deane
ME3 7AU,574571,168217,Unsurveyed/Urban,10.0,,580.0,Medway
SE13 6LZ,538200,175300,Unsurveyed/Urban,,Quaggy River,1340.0,
TR7 1LT,180466,61878,Unsurveyed/Urban,,River Gannel,960.0,Cornwall
SO20 6DY,435931,137107,,40.0,,1170.0,
TR1 3SZ,181836,45471,Unsurveyed/Urban,40.0,River Kenwyn,500.0,
BR8 7YD,551336,169302,Unsurveyed/Urban,70.0,,2670.0,Sevenoaks
BH13 7BX,406326,89670,,20.0,,80.0,"Bournemouth, Christchurch and Poole"
BN41 2LT,525174,106083,,,West Arm,,
BN9 7UA,541200,102600,Unsurveyed/Urban,,River Ouse,2530.0,Lewes
TA20 1FD,332967,109798,Planosols,90.0,,,
SM6 7NU,528535,164755,Unsurveyed/Urban,30.0,River Wandle,,
CR4 6JT,530900,168300,,40.0,,3250.0,
SW8 3BT,528703,175904,,10.0,,2400.0,
BS19 1PB,350600,171500,Leptosols,80.0,,1400.0,North Somerset
RG29 1JH,474496,149607,,110.0,River Whitewater,,Hart
SE14 5AD,535851,176825,Unsurveyed/Urban,10.0,River Thames,,
CR3 6HJ,533482,154494,Unsurveyed/Urban,150.0,,2170.0,Tandridge
DA14 6RY,545600,171900,Unsurveyed/Urban,,,1300.0,
CT16 1QN,632210,141628,Unsurveyed/Urban,10.0,River Dour,,Dover
CR5 1PQ,530525,158220,,120.0,,,Croydon
TN21 1AA,558163,121511,Luvisols,,,2250.0,Wealden
RH16 1FL,533131,124714,Unsurveyed/Urban,50.0,Scrase Stream,,Mid Sussex
BA16 0XP,350087,138997,,30.0,River Brue,650.0,Mendip
BR8 8JF,551000,168200,Unsurveyed/Urban,80.0,,,
KT9 1YU,518033,164512,Unsurveyed/Urban,40.0,,1440.0,Kingston upon Thames
BH23 4PL,419514,94049,,20.0,Bure Brook,1180.0,"Bournemouth, Christchurch and Poole"
PO9 9FE,472039,106225,Unsurveyed/Urban,,,,Havant
EX31 4HQ,254935,140111,Histosols,,Colam Stream,360.0,North Devon
DA14 4HX,546360,172491,,40.0,,1230.0,Bexley
SW9 7LD,531539,175842,Unsurveyed/Urban,10.0,River Thames,3900.0,
TN17 4DE,580995,132834,Planosols,,,,Tunbridge Wells
KT22 7EL,516995,157136,Unsurveyed/Urban,,The Rye,1400.0,Mole Valley
DT1 1ES,369760,90320,,60.0,River Frome,490.0,Dorset
SE12 0AP,540488,173326,Unsurveyed/Urban,50.0,Quaggy River,,
SE1 2EZ,533631,179716,Unsurveyed/Urban,10.0,Upper Pool,490.0,
SW17 0QQ,527299,171435,,20.0,,,Wandsworth
SL6 2NT,490740,176358,Planosols,30.0,,1680.0,Windsor and Maidenhead
KT22 9RR,514600,156700,Planosols,40.0,River Mole,1080.0,
PO6 1UR,467527,105038,Unsurveyed/Urban,,,1070.0,Portsmouth
KT17 2AW,522179,162742,Unsurveyed/Urban,40.0,,650.0,Epsom and Ewell
KT20 7TY,522486,154954,Unsurveyed/Urban,170.0,,4250.0,
BS99 3DY,360204,173429,Unsurveyed/Urban,20.0,River Frome,,"Bristol, City of"
PL31 1ED,207143,66895,Unsurveyed/Urban,100.0,,,Cornwall
GU7 9TN,497259,144012,Unsurveyed/Urban,40.0,,360.0,Waverley
RH1 6LJ,526486,149119,,,,950.0,
TN1 2RL,558843,140240,,100.0,,1800.0,
SW17 0ZU,526843,171761,Unsurveyed/Urban,,River Wandle,,Wandsworth
SE11 5AG,530857,178489,Unsurveyed/Urban,10.0,,,
TW14 0SZ,510800,175000,,,River Crane,910.0,Hounslow
SO31 5WX,451208,108254,,50.0,,1150.0,
SO2 9AD,443886,111110,Unsurveyed/Urban,20.0,River Itchen,,Southampton
PO38 3HB,452506,82425,,30.0,,270.0,Isle of Wight
GU22 2BJ,500740,158617,Unsurveyed/Urban,40.0,Basingstoke Canal,1020.0,
SO1 9EE,438163,114427,Unsurveyed/Urban,,,1290.0,Southampton
RG26 5AH,465906,159979,,60.0,,1220.0,Basingstoke and Deane
TR11 3QW,180400,32400,,,,730.0,Cornwall
DT1 2WD,368744,90712,Unsurveyed/Urban,80.0,River Frome,,Dorset
EX31 3UX,253500,132093,,,,420.0,
RH20 3BA,513383,117347,,40.0,,760.0,Horsham
BH23 3LL,417804,92809,,0.0,River Mude,640.0,
SW9 8EE,531019,175460,Unsurveyed/Urban,20.0,River Thames,3880.0,
BS25 5RJ,341958,159130,,40.0,Churchill Rhyne,,North Somerset
CT1 2NJ,614757,157692,,10.0,Great Stour,1230.0,Canterbury
TW9 2AR,518722,176279,,10.0,,,Richmond upon Thames
CR3 2SS,530300,159400,Unsurveyed/Urban,120.0,,5890.0,
RG12 8NF,485549,169225,,60.0,,280.0,Bracknell Forest
PO13 9XZ,458870,101036,,,,1350.0,Gosport
CR7 6JY,530982,168299,Unsurveyed/Urban,40.0,,,
ME3 8SL,577988,175337,Stagnosols,,,590.0,Medway
RG24 0DF,466686,153121,,80.0,River Loddon,320.0,Basingstoke and Deane
RG1 2BQ,471566,173428,,40.0,River Kennet,,Reading
ME12 3TS,594805,171763,Stagnosols,20.0,,1020.0,
CR0 8RP,536449,165206,Unsurveyed/Urban,,The Beck,1680.0,Croydon
KT4 7QG,520200,165200,Planosols,,,1230.0,Kingston upon Thames
DA7 6BU,549686,175581,Unsurveyed/Urban,,River Cray,,
CT6 6QL,620240,168368,Unsurveyed/Urban,30.0,,,Canterbury
TW17 0WL,508007,167313,Unsurveyed/Urban,,,2520.0,Spelthorne
BA12 6FL,381740,131597,Stagnosols,,Shreen Water,940.0,Wiltshire
TN5 6UH,563481,132391,,,,2240.0,
SE24 9PW,532627,175039,Unsurveyed/Urban,30.0,River Thames,,Southwark
BH23 2ZX,415856,92673,Unsurveyed/Urban,0.0,Mill Stream,,"Bournemouth, Christchurch and Poole"
RH16 4YL,533300,123500,,70.0,,1580.0,
ME9 9TW,595379,162916,Luvisols,10.0,,1360.0,Swale
TR19 7HA,137167,31413,Histosols,120.0,,670.0,Cornwall
SE3 8LZ,542201,175960,Unsurveyed/Urban,,Quaggy River,,Greenwich
GU21 4WF,500740,158617,Unsurveyed/Urban,,Basingstoke Canal,1020.0,Woking
BR7 5HN,542844,170358,Unsurveyed/Urban,60.0,,,Bromley
GU51 1LE,480302,155156,,,,780.0,Hart
DA7 6HB,550079,176119,Unsurveyed/Urban,50.0,,1910.0,
SL6 9YX,489079,180680,,30.0,White Brook,1740.0,
SO3 4ST,448773,113588,,30.0,,,Eastleigh
ME5 8LW,577137,164551,Luvisols,,,4910.0,
PO22 9AT,492389,100854,Unsurveyed/Urban,10.0,,1210.0,Arun
BA1 4LB,372169,167274,,80.0,,800.0,
PO21 9AU,493770,99105,,,Aldingbourne Rife,,
GU7 1NH,498129,144511,Unsurveyed/Urban,40.0,River Wey,,Waverley
TN2 3XJ,559924,142133,,,,400.0,
BA1 2DT,374542,165399,Unsurveyed/Urban,50.0,,,Bath and North East Somerset
PO36 8AG,460085,84340,,,,810.0,Isle of Wight
TN21 8WG,558877,121543,Luvisols,170.0,,810.0,Wealden
DT2 9BE,353679,88790,Leptosols,80.0,River Bride,910.0,
BA9 9QA,371062,128496,Unsurveyed/Urban,,,430.0,
TN17 9EW,577605,136035,Luvisols,,Crane Brook,1600.0,Tunbridge Wells
TN23 4XW,600070,142088,,40.0,Great Stour,430.0,Ashford
BS16 2SP,364573,177111,,,River Frome,910.0,South Gloucestershire
SW16 1WD,530045,171870,Unsurveyed/Urban,50.0,,4050.0,Lambeth
BN3 3UF,529099,105474,Unsurveyed/Urban,30.0,River Adur,,Brighton and Hove
BH15 9FA,401109,90659,Unsurveyed/Urban,10.0,Little Channel,,
TA18 7ND,344127,110930,Cambisols,50.0,Gould's Brook,,South Somerset
KT10 9AE,515400,165700,Unsurveyed/Urban,,,740.0,Elmbridge
SO21 3BY,454610,142270,,120.0,,5230.0,
BS37 9WW,371389,182380,Unsurveyed/Urban,80.0,River Frome,,
GU21 5GZ,500740,158617,Unsurveyed/Urban,40.0,Basingstoke Canal,,Woking
ME12 3FR,594605,172265,Stagnosols,,,,Swale
PO10 8HL,476671,105765,,10.0,Ham Brook,1240.0,Chichester
ME2 3UG,570717,169535,Luvisols,80.0,,2600.0,
OX9 7DQ,469687,199674,,,Haseley Brook,130.0,South Oxfordshire
TA1 4DY,322451,124361,Unsurveyed/Urban,,Gaol Stream,100.0,Somerset West and Taunton
SE25 6ZA,533661,168470,,60.0,,2260.0,
TA22 9NF,293944,127711,,,River Haddeo,620.0,Somerset West and Taunton
TN21 8HN,558260,121511,,150.0,,2240.0,Wealden
BS40 7XN,351506,156992,Luvisols,,,,Mendip
PL11 2LW,243459,55143,,20.0,River Tamar,820.0,
TA1 9JL,322271,125483,,20.0,Mill Lease Stream,,Somerset West and Taunton
TR11 4NY,181589,32045,,,,1580.0,Cornwall
BN4 1AF,526200,105200,Unsurveyed/Urban,10.0,,2780.0,Brighton and Hove
PO21 2BX,493243,99508,Unsurveyed/Urban,,Aldingbourne Rife,1580.0,Arun
CT20 3TP,620041,135932,Unsurveyed/Urban,60.0,,1400.0,Folkestone and Hythe
BN52 9BH,529099,105474,Unsurveyed/Urban,30.0,River Adur,,Brighton and Hove
SO31 7GW,450019,110011,Planosols,10.0,River Hamble,,Fareham
SE10 9YS,540202,178646,Unsurveyed/Urban,10.0,,2960.0,Greenwich
RG11 3BJ,482512,166687,Luvisols,,,280.0,
SE17 9DR,532118,178403,Unsurveyed/Urban,10.0,,2400.0,Southwark
BN7 1AS,540702,110130,Unsurveyed/Urban,,Papermill Cut,880.0,Lewes
UB8 2WB,505009,183132,,30.0,River Colne,1320.0,Hillingdon
BS18 1SB,366009,167397,Unsurveyed/Urban,,,670.0,Bath and North East Somerset
W4 1ZT,520717,178385,Unsurveyed/Urban,10.0,,1580.0,Hounslow
CR9 6BU,533682,166322,Unsurveyed/Urban,60.0,,3290.0,
SE17 9DX,532118,178403,Unsurveyed/Urban,10.0,,2400.0,Southwark
BH12 3YJ,406189,93423,Podsols,50.0,,,"Bournemouth, Christchurch and Poole"
TA1 3XU,322267,125484,,20.0,Mill Lease Stream,,Somerset West and Taunton
BH21 1JQ,401020,100069,Unsurveyed/Urban,20.0,River Allen,,Dorset
TA7 8RL,334116,137623,,,King's Sedgemoor Drain,,
EX37 9ER,262955,117963,Cambisols,,,1080.0,North Devon
PL28 8NQ,188112,73710,Cambisols,50.0,,1030.0,
TW10 7YN,517053,171720,,10.0,River Thames,,
ME10 1JG,590076,163538,Unsurveyed/Urban,,,3870.0,
SO40 3XZ,435426,113919,Unsurveyed/Urban,10.0,,830.0,New Forest
TN2 9TP,546600,120788,,20.0,River Uck,140.0,
SE1 1XS,532693,180068,Unsurveyed/Urban,10.0,Upper Pool,1030.0,
BS99 5WR,360204,173429,,20.0,River Frome,820.0,"Bristol, City of"
DA12 5AG,565090,172537,,30.0,River Thames,2370.0,Gravesham
BN2 8WQ,536888,102381,Unsurveyed/Urban,,River Ouse,,
EX7 9JF,296235,76868,Cambisols,30.0,Dawlish Water,490.0,
GU32 1YH,468640,124206,Cambisols,170.0,River Meon,,
GU27 9FS,488979,132609,Podsols,130.0,,350.0,Waverley
ME3 8AN,578521,175607,Stagnosols,,,1070.0,
TA6 6WT,330074,134912,,,Stock Moor Rhyne,400.0,Sedgemoor
SW18 1DR,525820,174771,,10.0,River Wandle,,Wandsworth
RH15 8YZ,529752,118802,Planosols,30.0,,170.0,Mid Sussex
BA14 0ZW,385789,157986,,40.0,River Biss,520.0,
SO15 3GE,439999,113032,,10.0,Tanner's Brook,,
BS37 6HJ,372065,182127,Unsurveyed/Urban,90.0,River Frome,,South Gloucestershire
EX1 9JG,292653,92961,Unsurveyed/Urban,40.0,,1330.0,Exeter
ME8 8AH,579385,166161,Cambisols,,,4180.0,Medway
TA9 3BD,331590,147443,,10.0,River Brue,3240.0,Sedgemoor
BA2 4PF,375308,164200,,30.0,,1820.0,Bath and North East Somerset
BN9 7EH,540100,101200,Unsurveyed/Urban,30.0,,4220.0,
DT6 5LJ,347272,98445,Cambisols,30.0,,1440.0,
W4 3LJ,520030,177824,Unsurveyed/Urban,,River Thames,,Hounslow
RG27 8UY,476700,157000,,,,870.0,
UB7 0AY,505876,177723,Luvisols,,River Colne,2090.0,Hillingdon
BS18 3AA,368195,166632,Unsurveyed/Urban,60.0,River Avon,,
TN11 0HZ,563552,150381,Planosols,30.0,,,Tonbridge and Malling
BN99 9AB,517706,104201,,10.0,,1030.0,
BH10 7DG,408925,95716,Unsurveyed/Urban,20.0,,1470.0,"Bournemouth, Christchurch and Poole"
RG5 4RP,476855,174539,Unsurveyed/Urban,50.0,,1470.0,Wokingham
GU12 4XQ,486977,150005,,90.0,,1050.0,
TR18 4DW,147440,29956,Unsurveyed/Urban,,Larriggan River,840.0,Cornwall
