postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority
CR7 8DU,531896,169577,Unsurveyed/Urban,50,,4050.0,Croydon
GU11 1AF,485860,151002,Unsurveyed/Urban,100,Claycart Stream,1420.0,Rushmoor
BH21 6RG,408385,106543,Podsols,30,,1220.0,Dorset
SE15 3AP,534888,175962,Unsurveyed/Urban,20,Ravensbourne River,2930.0,Southwark
BA22 8NX,351942,122560,Luvisols,10,,1000.0,South Somerset
KT19 8TL,520864,161111,Unsurveyed/Urban,50,,970.0,Epsom and Ewell
CR0 8QD,536548,165397,Unsurveyed/Urban,90,The Beck,1480.0,Croydon
RG16 0ST,451534,175610,Luvisols,110,River Pang,3170.0,West Berkshire
BN15 8TF,517200,104000,Unsurveyed/Urban,10,,490.0,Adur
TA3 7PR,320231,112012,Luvisols,260,Bolham River,2260.0,Somerset West and Taunton
PL4 6NW,247703,55604,Unsurveyed/Urban,20,River Plym,2560.0,Plymouth
BA11 4LN,373775,145758,Leptosols,110,Nunney Brook,470.0,Mendip
BA15 1SY,382884,161577,Cambisols,80,Kennet and Avon Canal,3520.0,Wiltshire
GU5 9DS,508319,147921,Podsols,80,Tilling Bourne,230.0,Guildford
BN7 3WR,541937,110811,Unsurveyed/Urban,10,River Ouse,330.0,Lewes
UB3 1SW,508083,179425,Unsurveyed/Urban,30,Grand Union Canal,1580.0,Hillingdon
RG25 1QU,473300,149700,Luvisols,110,River Whitewater,1940.0,Hart
BH16 6YJ,394100,95400,Luvisols,90,,1600.0,Dorset
SO24 0JE,461413,128158,Cambisols,90,,2560.0,Winchester
SO24 9EX,457586,132501,Cambisols,60,,110.0,Winchester
CT19 4RJ,620644,137333,Unsurveyed/Urban,40,Pent Stream,1400.0,Folkestone and Hythe
TR13 0WY,165858,27396,Unsurveyed/Urban,30,River Cober,2010.0,Cornwall
BH8 8PF,410151,92244,Unsurveyed/Urban,40,The Bourne,2430.0,"Bournemouth, Christchurch and Poole"
KT12 9FH,510772,165441,Unsurveyed/Urban,20,River Mole,2340.0,Elmbridge
KT24 6EB,508080,152180,Luvisols,90,,3170.0,Guildford
TQ3 1HL,288240,62764,Unsurveyed/Urban,100,Hollicombe Lake,570.0,Torbay
BH5 1EJ,411040,91533,Unsurveyed/Urban,30,The Bourne,3190.0,"Bournemouth, Christchurch and Poole"
RG27 8NG,476734,156945,Luvisols,70,,870.0,Hart
SW4 0UW,529353,175449,Unsurveyed/Urban,20,River Thames,3280.0,Lambeth
SO15 1BR,442000,112000,Unsurveyed/Urban,10,,880.0,Southampton
TN9 1AR,559118,146607,Unsurveyed/Urban,30,River Medway,450.0,Tonbridge and Malling
SM5 2JX,528024,164969,Unsurveyed/Urban,40,,130.0,Sutton
TW7 5TD,516234,176803,Unsurveyed/Urban,10,,1380.0,Hounslow
SP11 7QZ,436144,142445,Luvisols,50,River Anton,110.0,Test Valley
SO4 3BH,436148,113833,Unsurveyed/Urban,0,River Test,470.0,New Forest
BR7 6NY,544748,170233,Unsurveyed/Urban,90,Kyd Brook,1900.0,Bromley
BN2 1GE,533244,103590,Unsurveyed/Urban,30,,9370.0,Brighton and Hove
PO21 5UL,491898,100726,Unsurveyed/Urban,10,,1250.0,Arun
BA1 1JP,375268,164407,Unsurveyed/Urban,20,River Avon,1720.0,Bath and North East Somerset
GU21 7SF,497995,157933,Unsurveyed/Urban,40,Basingstoke Canal,1130.0,Woking
PL21 0NH,267840,55970,Cambisols,110,,1370.0,South Hams
PO16 7YH,457665,106762,Unsurveyed/Urban,20,Heavy Reach,2400.0,Fareham
PO19 2QL,485500,103700,Unsurveyed/Urban,10,River Lavant,1110.0,Chichester
TN1 2WG,559924,142133,Planosols,70,,400.0,Tunbridge Wells
SO9 3FB,439700,114200,Unsurveyed/Urban,20,Tanner's Brook,1000.0,Southampton
SE18 1DD,545245,178720,Unsurveyed/Urban,10,,1230.0,Greenwich
BA2 3YU,373851,164304,Unsurveyed/Urban,30,River Avon,620.0,Bath and North East Somerset
TQ11 0LA,277119,64557,Cambisols,50,,430.0,South Hams
RH16 3PY,534112,124120,Unsurveyed/Urban,50,Scrase Stream,660.0,Mid Sussex
GU14 4ET,487220,154123,Unsurveyed/Urban,80,Blackwater River,1630.0,Rushmoor
SE13 7PP,538325,176214,Unsurveyed/Urban,30,Ravensbourne River,590.0,Lewisham
BH23 4AH,418263,92208,Unsurveyed/Urban,0,River Mude,1080.0,"Bournemouth, Christchurch and Poole"
TN2 9NN,559924,142133,Planosols,70,,400.0,Tunbridge Wells
CT19 5GQ,622297,136890,Unsurveyed/Urban,30,Pent Stream,330.0,Folkestone and Hythe
BH9 2NQ,408536,93911,Unsurveyed/Urban,30,The Bourne,2550.0,"Bournemouth, Christchurch and Poole"
KT6 4UG,518267,167621,Unsurveyed/Urban,20,,1300.0,Kingston upon Thames
DA4 0EL,553867,165394,Leptosols,40,River Darent,110.0,Sevenoaks
SO32 2QZ,458021,115479,Stagnosols,40,,1420.0,Winchester
EX3 0LS,295822,88736,Cambisols,10,River Exe,1220.0,Exeter
RH13 5DZ,517758,130572,Unsurveyed/Urban,50,Horn Brook,1360.0,Horsham
RG14 6QP,445729,164894,Unsurveyed/Urban,120,,1550.0,West Berkshire
GU22 0NP,498944,156169,Planosols,30,Hoe Stream,520.0,Woking
TN6 1JP,551580,130052,Unsurveyed/Urban,200,,1760.0,Wealden
BN6 8BG,531469,115508,Unsurveyed/Urban,50,,460.0,Mid Sussex
EX4 4QD,291780,94124,Cambisols,80,Taddiforde Brook,430.0,Exeter
TA20 3AX,331119,110621,Planosols,100,River Isle,180.0,South Somerset
SO32 1NG,455383,117438,Stagnosols,40,,380.0,Winchester
SO3 3RR,445372,114953,Unsurveyed/Urban,30,,650.0,Eastleigh
RG21 5RE,464242,153572,Unsurveyed/Urban,100,River Loddon,1410.0,Basingstoke and Deane
BA2 3QZ,373797,164563,Unsurveyed/Urban,30,River Avon,360.0,Bath and North East Somerset
SW2 4AD,530563,174473,Unsurveyed/Urban,30,River Thames,4550.0,Lambeth
TQ14 8DY,293951,73055,Unsurveyed/Urban,10,Brimley Brook,470.0,Teignbridge
SE18 2BQ,546000,177600,Unsurveyed/Urban,30,,850.0,Greenwich
RH12 3RN,514454,133496,Luvisols,40,,110.0,Horsham
BN99 9AN,517706,104201,Unsurveyed/Urban,10,,1030.0,Adur
GU6 9DN,505844,139085,Gleysols,60,,810.0,Waverley
ME13 7SF,600840,161283,Unsurveyed/Urban,10,,150.0,Swale
GU35 0YG,481173,135971,Luvisols,80,River Wey,1270.0,East Hampshire
DT1 9FY,368744,90712,Unsurveyed/Urban,80,River Frome,910.0,Dorset
CT16 3FW,631215,145196,Cambisols,100,River Dour,3090.0,Dover
SP2 2QS,413857,130232,Unsurveyed/Urban,50,,150.0,Wiltshire
RG21 8SE,463531,152017,Unsurveyed/Urban,90,River Loddon,220.0,Basingstoke and Deane
BN7 2BF,542199,110536,Unsurveyed/Urban,10,Winterbourne Stream,700.0,Lewes
GU1 4ZX,499050,150523,Unsurveyed/Urban,30,River Wey,1030.0,Guildford
DT9 4FA,363136,116987,Unsurveyed/Urban,90,River Ivel,1220.0,Dorset
CR9 3AB,532904,165801,Unsurveyed/Urban,60,River Wandle,3530.0,Croydon
TA17 8ZN,341894,112526,Cambisols,80,,900.0,South Somerset
GU2 4AN,499396,149234,Unsurveyed/Urban,40,River Wey,440.0,Guildford
TQ9 6NW,285040,57202,Cambisols,10,,160.0,South Hams
BN12 9AQ,511190,102828,Unsurveyed/Urban,10,Ferring Rife,1100.0,Worthing
SO4 1YJ,444769,101424,Unsurveyed/Urban,20,Dark Water,980.0,New Forest
SW2 4JW,530197,173839,Unsurveyed/Urban,40,River Thames,4640.0,Lambeth
BN26 5AE,558236,104728,Unsurveyed/Urban,20,,450.0,Wealden
CR0 7JZ,534641,165857,Unsurveyed/Urban,70,,2890.0,Croydon
BS40 7TG,350156,159252,Cambisols,90,,1730.0,North Somerset
BN10 8WQ,541345,101349,Luvisols,40,River Ouse,3200.0,Lewes
GU34 5RH,465139,140083,Luvisols,160,River Wey,6700.0,East Hampshire
RG18 3SX,451272,167449,Luvisols,80,,520.0,West Berkshire
GU27 9DY,488980,132610,Podsols,130,,350.0,Waverley
SE28 9ER,546174,179827,Unsurveyed/Urban,10,,1500.0,Greenwich
PO22 6BF,498333,100117,Unsurveyed/Urban,0,,840.0,Arun
ME15 6XS,575794,156256,Unsurveyed/Urban,20,River Medway,660.0,Maidstone
PO9 5UA,472100,107900,Unsurveyed/Urban,40,,1020.0,Havant
TW18 4GN,503900,171600,Unsurveyed/Urban,20,River Thames,1360.0,Spelthorne
BH20 7HH,384754,94890,Luvisols,50,Bere Stream,320.0,Dorset
BR1 9XU,540421,169620,Unsurveyed/Urban,70,Ravens Bourne,860.0,Bromley
BH23 5QG,422360,94728,Arenosols,30,Walkford Brook,80.0,"Bournemouth, Christchurch and Poole"
SO53 1TX,442683,121936,Unsurveyed/Urban,40,Monks Brook,690.0,Eastleigh
BH4 0FY,406986,91371,Unsurveyed/Urban,40,The Bourne,870.0,"Bournemouth, Christchurch and Poole"
TN6 1JA,551611,130199,Unsurveyed/Urban,210,,1530.0,Wealden
GU22 8ZG,500740,158617,Unsurveyed/Urban,40,Basingstoke Canal,1020.0,Woking
SE17 9BY,532118,178403,Unsurveyed/Urban,10,Upper Pool,2400.0,Southwark
CR4 3NT,527727,168787,Unsurveyed/Urban,20,River Wandle,1020.0,Merton
BN14 7DF,514429,103419,Unsurveyed/Urban,10,,1870.0,Worthing
RG7 4GZ,465893,169802,Gleysols,50,Clayhill Brook,960.0,West Berkshire
TR13 8TG,165914,27518,Unsurveyed/Urban,30,River Cober,1880.0,Cornwall
ME3 8HY,573977,173420,Stagnosols,30,,1750.0,Medway
SE12 9XY,542733,174310,Unsurveyed/Urban,60,,1130.0,Greenwich
SE6 1BB,540020,172844,Unsurveyed/Urban,40,Ravensbourne River,2330.0,Lewisham
GU27 2YD,490464,132932,Podsols,150,,770.0,Waverley
RG23 7HF,457891,151287,Leptosols,110,River Loddon,5700.0,Basingstoke and Deane
TQ3 2XP,288792,60830,Unsurveyed/Urban,10,,1210.0,Torbay
BS36 1HN,365060,180228,Unsurveyed/Urban,70,Bradley Brook,950.0,South Gloucestershire
TR10 9JL,175464,33412,Histosols,160,,1260.0,Cornwall
BR1 2LB,542622,168580,Unsurveyed/Urban,70,,1320.0,Bromley
SO5 8QZ,436900,120600,Planosols,30,Tadburn Lake,1020.0,Test Valley
TR7 1BB,181032,61609,Unsurveyed/Urban,30,,940.0,Cornwall
DT10 2YZ,378926,114489,Unsurveyed/Urban,60,River Stour,650.0,Dorset
RG4 9JB,468520,182928,Luvisols,160,River Thames,6470.0,South Oxfordshire
PO22 0BJ,497308,103715,Luvisols,10,,1800.0,Arun
EX2 7AU,295880,90167,Arenosols,20,Exeter Canal,2550.0,Exeter
GU18 5SY,493390,162040,Histosols,50,Windle Brook,410.0,Surrey Heath
TW5 0BE,512900,176700,Unsurveyed/Urban,30,River Crane,2440.0,Hounslow
BN2 2NS,531741,104867,Unsurveyed/Urban,40,River Adur,8260.0,Brighton and Hove
CT17 9NY,630567,141205,Unsurveyed/Urban,30,River Dour,990.0,Dover
BS7 0RU,360577,178565,Unsurveyed/Urban,80,,1700.0,South Gloucestershire
SO5 5JR,445129,118858,Unsurveyed/Urban,20,,1200.0,Eastleigh
TA6 7NB,328040,136593,Unsurveyed/Urban,30,Durleigh Brook,730.0,Sedgemoor
SO42 7SB,429884,101657,Gleysols,20,,370.0,New Forest
DT11 8FD,392503,111334,Leptosols,100,The Tarrant,1760.0,Dorset
SM6 9AD,530087,163404,Unsurveyed/Urban,70,River Wandle,2110.0,Sutton
SM3 9QY,524555,165469,Unsurveyed/Urban,30,Pyl Brook,2030.0,Sutton
BN2 1YS,531040,104624,Unsurveyed/Urban,30,River Adur,7560.0,Brighton and Hove
SE17 3QJ,531906,177989,Unsurveyed/Urban,10,River Thames,3110.0,Southwark
BS35 1SW,363856,191240,Unsurveyed/Urban,20,,480.0,South Gloucestershire
EX23 8YZ,220829,106605,Cambisols,20,River Neet,490.0,Cornwall
GU6 8ZW,505844,139077,Gleysols,60,,820.0,Waverley
BA13 4HJ,386279,152547,Cambisols,60,Biss Brook,1090.0,Wiltshire
RH2 2BT,525537,150624,Unsurveyed/Urban,90,Wallace Brook,2310.0,Reigate and Banstead
TW14 0HP,511056,174488,Unsurveyed/Urban,20,Duke of Northumberland's River,730.0,Hounslow
TW4 6HD,511959,175490,Unsurveyed/Urban,20,River Crane,1420.0,Hounslow
SW16 6PE,528879,170477,Unsurveyed/Urban,20,River Wandle,3030.0,Merton
EX39 4BT,246231,126243,Cambisols,50,,970.0,Torridge
PO7 4RW,464477,114966,Leptosols,60,,2150.0,Winchester
BA2 3JQ,374200,164300,Unsurveyed/Urban,30,River Avon,820.0,Bath and North East Somerset
BR1 9YR,540421,169620,Unsurveyed/Urban,70,Ravens Bourne,860.0,Bromley
TQ6 0HN,286386,52167,Unsurveyed/Urban,10,,120.0,South Hams
SE6 9RH,537721,172900,Unsurveyed/Urban,20,Ravensbourne River,1680.0,Lewisham
CR5 2WN,529653,159496,Unsurveyed/Urban,80,,5580.0,Croydon
UB3 4EJ,509340,178652,Unsurveyed/Urban,30,Grand Union Canal,1140.0,Hillingdon
PL31 2PP,206054,67095,Unsurveyed/Urban,90,,360.0,Cornwall
EX31 2LW,253040,132635,Cambisols,20,,380.0,North Devon
SN10 2NL,398167,162485,Cambisols,70,,340.0,Wiltshire
ME8 8EF,582100,166100,Unsurveyed/Urban,30,,3800.0,Medway
RG13 2LF,446400,168800,Cambisols,80,River Lambourn,230.0,West Berkshire
BR3 1EE,537150,169504,Unsurveyed/Urban,40,The Beck,140.0,Bromley
CT1 2PG,614692,157740,Unsurveyed/Urban,10,Great Stour,1230.0,Canterbury
TN31 7NT,592306,121488,Luvisols,30,River Rother,550.0,Rother
SO52 9AA,439267,120132,Unsurveyed/Urban,40,Tanner's Brook,1420.0,Test Valley
GU4 7HZ,502009,152205,Unsurveyed/Urban,40,,330.0,Guildford
BN13 2SL,514862,102884,Unsurveyed/Urban,10,,1920.0,Worthing
PO8 9NF,469778,113040,Unsurveyed/Urban,70,,3680.0,East Hampshire
GU3 3ER,496194,151123,Planosols,60,,2680.0,Guildford
RG5 4RH,476723,173256,Unsurveyed/Urban,50,River Loddon,1330.0,Wokingham
SO53 5QR,443133,122738,Leptosols,50,,90.0,Eastleigh
SO50 5HR,445215,118359,Unsurveyed/Urban,10,Monks Brook,1250.0,Eastleigh
CR0 2FU,531671,166810,Unsurveyed/Urban,50,River Wandle,2680.0,Croydon
ME3 9WX,574571,168217,Unsurveyed/Urban,10,Tower Reach,580.0,Medway
TQ13 7LT,277248,66942,Cambisols,110,River Hems,920.0,South Hams
TN30 6AY,588308,133300,Unsurveyed/Urban,60,,830.0,Ashford
SO22 4NE,447000,128863,Unsurveyed/Urban,80,Lady Lake,1140.0,Winchester
CR2 7FA,533039,164584,Unsurveyed/Urban,60,River Wandle,3730.0,Croydon
OX10 9GU,459856,186040,Luvisols,50,River Thames,380.0,South Oxfordshire
BN1 1FA,531040,104624,Unsurveyed/Urban,30,River Adur,7560.0,Brighton and Hove
TN24 0ZA,601229,142520,Unsurveyed/Urban,40,Great Stour,230.0,Ashford
BR7 5XW,540421,169620,Unsurveyed/Urban,70,Ravens Bourne,860.0,Bromley
ME4 5HQ,576717,166992,Unsurveyed/Urban,20,Tower Reach,2730.0,Medway
TQ13 0EF,285565,78452,Cambisols,40,River Teign,1280.0,Teignbridge
EX7 0AR,296810,77499,Arenosols,30,,1340.0,Teignbridge
BN10 8DU,541227,101639,Unsurveyed/Urban,40,River Ouse,3070.0,Lewes
KT12 3QN,512735,166557,Unsurveyed/Urban,20,,480.0,Elmbridge
TW2 6RE,515033,173055,Unsurveyed/Urban,10,River Crane,830.0,Richmond upon Thames
BH24 2FT,413058,102004,Podsols,40,River Avon,930.0,Dorset
RH1 3DL,531019,152539,Luvisols,90,Redhill Brook,260.0,Tandridge
TQ2 8LS,290946,67742,Arenosols,120,,1900.0,Torbay
BH12 2LP,404453,92433,Unsurveyed/Urban,50,,1650.0,"Bournemouth, Christchurch and Poole"
TW20 8LY,502216,170333,Unsurveyed/Urban,20,,1530.0,Runnymede
TN30 6UP,585757,134635,Luvisols,60,,910.0,Ashford
SL6 4SL,489079,180680,Arenosols,30,White Brook,1740.0,Windsor and Maidenhead
PL9 9XJ,251700,53366,Unsurveyed/Urban,40,Billacombe Brook,550.0,Plymouth
RH1 1QN,527892,150636,Unsurveyed/Urban,80,Redhill Brook,1400.0,Reigate and Banstead
TR26 3HG,153454,36989,Cambisols,30,,660.0,Cornwall
PO33 1AT,460383,91039,Luvisols,40,Monktonmead Brook,1070.0,Isle of Wight
CR0 2UU,532253,166642,Unsurveyed/Urban,50,River Wandle,3120.0,Croydon
PO6 3EQ,465722,105233,Unsurveyed/Urban,10,,3670.0,Portsmouth
TN22 3EX,548022,124421,Luvisols,70,,1240.0,Wealden
DT4 7JL,368011,80047,Unsurveyed/Urban,10,,500.0,Dorset
BS17 2ST,367534,180820,Unsurveyed/Urban,60,River Frome,1290.0,South Gloucestershire
SE18 4PH,541746,177030,Unsurveyed/Urban,50,Quaggy River,2840.0,Greenwich
DT11 7GD,388750,106477,Unsurveyed/Urban,40,River Stour,1850.0,Dorset
RG40 3DG,484533,167660,Planosols,70,,580.0,Bracknell Forest
DA7 6ZL,548390,175964,Unsurveyed/Urban,50,,3090.0,Bexley
SO24 0ZP,458766,132639,Leptosols,80,,470.0,Winchester
RG12 2LT,487400,169500,Unsurveyed/Urban,80,Bull Brook,1030.0,Bracknell Forest
CR4 4JH,528193,166372,Unsurveyed/Urban,30,River Wandle,160.0,Sutton
SW16 5YT,530045,171870,Unsurveyed/Urban,50,River Wandle,4050.0,Lambeth
ME10 4WY,590568,163567,Unsurveyed/Urban,20,,2360.0,Swale
SO18 9PT,443200,113325,Unsurveyed/Urban,0,River Itchen,580.0,Southampton
PL17 8ED,235986,70493,Cambisols,160,,890.0,Cornwall
GU9 9AD,484939,148534,Unsurveyed/Urban,100,,810.0,Waverley
CT3 3JZ,622517,153608,Cambisols,40,Nail Bourne,7540.0,Canterbury
DT2 8DE,382662,85217,Luvisols,40,River Win,1450.0,Dorset
CT16 1BH,631786,141636,Unsurveyed/Urban,10,River Dour,960.0,Dover
TN24 0XW,602664,141717,Unsurveyed/Urban,40,Old Mill Stream,740.0,Ashford
RG16 8AD,445700,168800,Stagnosols,90,River Lambourn,520.0,West Berkshire
BN26 6UR,550515,105466,Stagnosols,50,,1530.0,Wealden
UB4 9JZ,510753,182742,Unsurveyed/Urban,30,Yeading Brook,1930.0,Hillingdon
BS8 1NF,357610,173419,Unsurveyed/Urban,60,,820.0,"Bristol, City of"
SE28 0GG,544410,179580,Unsurveyed/Urban,10,Woolwich Reach,1950.0,Greenwich
PL6 8YL,246173,59184,Unsurveyed/Urban,70,,720.0,Plymouth
EX4 3NH,292000,92700,Unsurveyed/Urban,40,River Exe,1000.0,Exeter
TR13 0XJ,171775,34279,Histosols,180,,1640.0,Cornwall
SL5 9EG,492224,168328,Podsols,70,,270.0,Windsor and Maidenhead
ME2 1AY,570381,164630,Gleysols,10,River Medway,750.0,Medway
EX39 1YP,244829,129495,Stagnosols,20,The Pill,580.0,Torridge
PL3 5JP,248954,56707,Unsurveyed/Urban,90,River Plym,2450.0,Plymouth
TW15 2EN,507509,171208,Unsurveyed/Urban,20,River Ash,1550.0,Spelthorne
BN4 6BE,522400,105900,Unsurveyed/Urban,10,West Arm,1410.0,Adur
ME12 2JJ,594821,173050,Unsurveyed/Urban,30,,430.0,Swale
SO1 1XQ,442360,110788,Unsurveyed/Urban,10,River Test,830.0,Southampton
TQ1 4LP,291753,65445,Unsurveyed/Urban,90,,490.0,Torbay
SP10 5EJ,437066,146774,Unsurveyed/Urban,70,River Anton,970.0,Test Valley
EX18 7NZ,261044,113975,Cambisols,170,Mully Brook,500.0,Torridge
CT3 1YY,623600,156800,Luvisols,10,Little Stour,2050.0,Dover
BH22 9NL,408432,101215,Podsols,20,Uddens Water,770.0,Dorset
SO14 5BQ,442720,111570,Unsurveyed/Urban,10,River Itchen,1480.0,Southampton
BA2 6QT,375828,165530,Cambisols,30,Kennet and Avon Canal,3220.0,Bath and North East Somerset
PO19 4LN,486600,104900,Unsurveyed/Urban,20,River Lavant,850.0,Chichester
PL17 8HX,238799,71230,Stagnosols,220,,1460.0,Cornwall
BH24 4DD,420149,104261,Planosols,60,,930.0,New Forest
RG5 4AD,476602,172552,Unsurveyed/Urban,50,River Loddon,820.0,Wokingham
TN37 7TA,578827,113006,Luvisols,110,Hollington Stream,2240.0,Hastings
SE1 2NG,533686,179988,Unsurveyed/Urban,10,Upper Pool,210.0,Southwark
TR26 1RJ,151176,40734,Cambisols,40,Stennack River,570.0,Cornwall
BN11 9PT,514879,102886,Unsurveyed/Urban,10,,1910.0,Worthing
DA4 9LX,556983,169189,Cambisols,50,River Darent,1570.0,Sevenoaks
SW14 8SL,521138,176004,Unsurveyed/Urban,10,Beverley Brook,1410.0,Richmond upon Thames
TN10 3LN,558772,148939,Unsurveyed/Urban,50,Hilden Brook,780.0,Tonbridge and Malling
BN4 3JW,519600,111100,Cambisols,0,,280.0,Horsham
TW14 0HS,510654,174469,Unsurveyed/Urban,20,Duke of Northumberland's River,320.0,Hounslow
PO12 2EY,460096,99004,Unsurveyed/Urban,10,River Alver,1990.0,Gosport
BR3 3GF,537991,167652,Unsurveyed/Urban,50,,320.0,Bromley
DA12 4YA,567700,172800,Unsurveyed/Urban,20,,630.0,Gravesham
EX1 2ZX,292656,92951,Unsurveyed/Urban,40,River Exe,1320.0,Exeter
GU9 0HH,484217,148792,Unsurveyed/Urban,130,,550.0,Waverley
SE16 7JW,535306,179612,Unsurveyed/Urban,0,River Thames,560.0,Southwark
BS22 9LY,335230,163589,Cambisols,20,River Banwell,1690.0,North Somerset
TW1 2JD,517477,174001,Unsurveyed/Urban,10,River Thames,380.0,Richmond upon Thames
RH4 3NG,514203,148680,Luvisols,80,Pipp Brook,200.0,Mole Valley
GU34 1LL,471402,138875,Unsurveyed/Urban,110,River Wey,640.0,East Hampshire
TR8 4RN,183865,61694,Cambisols,60,,1110.0,Cornwall
SE6 4YD,536942,173902,Unsurveyed/Urban,40,Ravensbourne River,590.0,Lewisham
BA12 0PN,396882,139872,Cambisols,80,Chitterne Brook,400.0,Wiltshire
BA3 5JQ,365454,147194,Leptosols,200,,880.0,Mendip
ME12 3LB,594076,172478,Unsurveyed/Urban,10,,960.0,Swale
BS34 5RQ,359182,181815,Unsurveyed/Urban,80,Henbury Trym,2150.0,South Gloucestershire
CR8 1WZ,532184,162551,Unsurveyed/Urban,60,River Wandle,3980.0,Croydon
SM2 5AW,525907,163866,Unsurveyed/Urban,60,Pyl Brook,4120.0,Sutton
SE16 2BS,535227,178751,Unsurveyed/Urban,10,River Thames,1870.0,Southwark
TA18 8RN,343010,109199,Luvisols,130,,1210.0,South Somerset
DT9 4FG,361415,120802,Cambisols,80,Mill Stream,2230.0,South Somerset
RH6 9DF,528950,143730,Gleysols,60,Burstow Stream,1120.0,Reigate and Banstead
SW18 2DN,526229,174213,Unsurveyed/Urban,20,River Wandle,1560.0,Wandsworth
CT15 4JB,625063,151432,Cambisols,60,Nail Bourne,7740.0,Dover
PL17 8HF,236480,72364,Cambisols,150,,1280.0,Cornwall
BA1 6EP,375551,166325,Unsurveyed/Urban,80,Lam Brook,1620.0,Bath and North East Somerset
EX24 6ES,324730,93836,Luvisols,20,River Coly,380.0,East Devon
TN31 9AY,591947,120455,Luvisols,10,Rock Channel,370.0,Rother
KT4 7WN,521931,166543,Unsurveyed/Urban,20,Pyl Brook,1600.0,Kingston upon Thames
BH7 7JG,412437,93593,Luvisols,20,,830.0,"Bournemouth, Christchurch and Poole"
RG7 6TH,453402,169913,Planosols,100,,960.0,West Berkshire
CT14 9LB,636174,150794,Unsurveyed/Urban,30,South Stream,3350.0,Dover
SW17 0TZ,526609,171747,Unsurveyed/Urban,10,River Wandle,1060.0,Wandsworth
TQ13 7PJ,270083,73873,Histosols,230,,20.0,Teignbridge
TN12 8JR,570110,140691,Luvisols,60,,1770.0,Tunbridge Wells
GU6 7EX,506962,139237,Planosols,70,,1080.0,Waverley
GU27 3QB,487424,132583,Podsols,120,River Wey,120.0,Chichester
BH23 5JT,421743,93496,Unsurveyed/Urban,30,Walkford Brook,1440.0,"Bournemouth, Christchurch and Poole"
CT12 4FN,631243,165677,Cambisols,50,Minster Stream,2550.0,Thanet
BS35 4YD,355529,185165,Gleysols,10,The Pill,670.0,South Gloucestershire
BS22 0HA,335331,162685,Gleysols,10,,1390.0,North Somerset
EX7 9HW,296168,76801,Cambisols,10,Dawlish Water,410.0,Teignbridge
DT11 8JP,392495,112609,Leptosols,90,The Tarrant,2670.0,Dorset
BS23 2DE,331205,162171,Unsurveyed/Urban,20,Uphill Great Rhyne,3140.0,North Somerset
TW1 4TR,516121,171936,Gleysols,10,River Thames,220.0,Richmond upon Thames
BH11 8NL,405287,95476,Unsurveyed/Urban,60,,1540.0,"Bournemouth, Christchurch and Poole"
KT16 8NF,504815,166578,Unsurveyed/Urban,20,The Bourne,320.0,Runnymede
PO6 4PP,462394,106200,Unsurveyed/Urban,30,Heavy Reach,3430.0,Portsmouth
SE19 1UT,533373,170622,Unsurveyed/Urban,110,,3060.0,Croydon
PO14 9PJ,457310,105177,Unsurveyed/Urban,10,Heavy Reach,1910.0,Fareham
TW12 1TR,513446,169655,Unsurveyed/Urban,10,River Thames,1000.0,Richmond upon Thames
PO19 1RX,486109,104895,Unsurveyed/Urban,10,River Lavant,370.0,Chichester
PO11 9DQ,474006,98365,Unsurveyed/Urban,0,Emsworth Channel,1280.0,Havant
SO45 3PJ,442585,105475,Unsurveyed/Urban,30,,870.0,New Forest
KT15 1DR,503475,163791,Unsurveyed/Urban,40,The Bourne,1110.0,Runnymede
GU22 9ET,501251,156973,Unsurveyed/Urban,30,Hoe Stream,510.0,Woking
GU51 3JH,482642,154107,Unsurveyed/Urban,80,Gelvert Stream,690.0,Hart
SE12 9YT,542733,174310,Unsurveyed/Urban,60,,1130.0,Greenwich
SE2 9WG,546174,179828,Unsurveyed/Urban,10,,1500.0,Greenwich
KT13 8QT,507665,165022,Unsurveyed/Urban,20,River Wey,680.0,Elmbridge
SW2 2EB,531092,173648,Unsurveyed/Urban,50,River Thames,5510.0,Lambeth
BS15 9SR,365068,172820,Unsurveyed/Urban,110,River Avon,2200.0,South Gloucestershire
CT13 0LQ,630322,154678,Cambisols,30,South Stream,1720.0,Dover
CT1 1YP,615714,158230,Unsurveyed/Urban,20,Great Stour,600.0,Canterbury
SE9 3BZ,543243,172263,Unsurveyed/Urban,60,,1050.0,Greenwich
RG7 1WW,472151,166935,Gleysols,50,River Loddon,1330.0,Wokingham
CR2 0XY,532200,162200,Unsurveyed/Urban,70,River Wandle,4250.0,Croydon
SE9 1JL,542733,174310,Unsurveyed/Urban,60,,1130.0,Greenwich
ME4 4LL,576235,169952,Unsurveyed/Urban,0,Upnor Reach,440.0,Medway
SE1 0HR,532129,180168,Unsurveyed/Urban,10,River Thames,470.0,Southwark
BH21 2NQ,403325,101506,Planosols,50,,830.0,Dorset
SW19 3YD,524321,170180,Unsurveyed/Urban,20,River Wandle,3040.0,Merton
RH1 1FR,528212,150643,Unsurveyed/Urban,80,Redhill Brook,1180.0,Reigate and Banstead
SM4 4DL,524514,168446,Unsurveyed/Urban,20,Pyl Brook,1710.0,Merton
DA6 8NL,548400,175200,Unsurveyed/Urban,50,River Shuttle,1450.0,Bexley
